*END-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
*START-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
The,O
Sichuan,O
province,O
experienced,O
notable,O
climate,O
change,O
because,O
abrupt,O
change,O
points,O
were,O
observed,O
for,O
most,O
of,O
the,O
extreme,O
precipitation,O
indices,O
.,O
*END-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
*START-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
Extreme,O
precipitation,O
was,O
a,O
fluctuation,O
process,O
from,O
1961,O
to,O
2017,O
.,O
*END-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
*START-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
(,O
3,O
),O
Because,O
there,O
was,O
a,O
decrease,O
in,O
precipitation,O
during,O
the,O
warm,O
phase,O
periods,O
of,O
El,O
Niño,O
events,O
and,O
an,O
increase,O
during,O
the,O
cool,O
phase,O
periods,O
of,O
La,O
Niña,O
events,O
in,O
the,O
Sichuan,O
province,O
",",O
we,O
show,O
that,O
the,O
El,O
Niño,O
-,O
Southern,O
Oscillation,O
(,O
ENSO,O
),O
has,O
longer,O
and,O
stronger,O
relations,O
with,O
extreme,O
precipitation,O
than,O
the,O
South,O
Asian,O
Summer,O
Monsoon,O
(,O
SASM,O
),O
or,O
East,O
Asian,O
Summer,O
Monsoon,O
(,O
EASM,O
),O
.,O
*END-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
*START-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
The,O
results,O
of,O
the,O
present,O
study,O
will,O
facilitate,O
better,O
decisions,O
concerning,O
preparedness,O
for,O
extreme,O
precipitation,O
events,O
and,O
management,O
of,O
water,O
hazards,O
in,O
the,O
Sichuan,O
province,O
.,O
*END-SENTENCE*,Variation patterns of extreme precipitation and relation to ocean-atmospheric climate in Sichuan province China from 1961 to 2017
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
The,O
Atlantic,O
meridional,O
overturning,O
circulation,O
is,O
widely,O
believed,O
to,O
affect,O
climate,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
Changes,O
in,O
ocean,O
circulation,O
have,O
been,O
inferred,O
from,O
records,O
of,O
the,O
deep,O
water,O
chemical,O
composition,O
derived,O
from,O
sedimentary,O
nutrient,O
proxies,O
",",O
but,O
their,O
impact,O
on,O
climate,O
is,O
difficult,O
to,O
assess,O
because,O
such,O
reconstructions,O
provide,O
insufficient,O
constraints,O
on,O
the,O
rate,O
of,O
overturning,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
Here,O
we,O
report,O
measurements,O
of,O
231Pa/230Th,O
",",O
a,O
kinematic,O
proxy,O
for,O
the,O
meridional,O
overturning,O
circulation,O
",",O
in,O
a,O
sediment,O
core,O
from,O
the,O
subtropical,O
North,O
Atlantic,O
Ocean,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
We,O
find,O
that,O
the,O
meridional,O
overturning,O
was,O
nearly,O
",",O
or,O
completely,O
",",O
eliminated,O
during,O
the,O
coldest,O
deglacial,O
interval,O
in,O
the,O
North,O
Atlantic,O
region,O
",",O
beginning,O
with,O
the,O
catastrophic,O
iceberg,O
discharge,O
Heinrich,O
event,O
H1,O
",",O
"17,500",O
 ,O
yr,O
ago,O
",",O
and,O
declined,O
sharply,O
but,O
briefly,O
into,O
the,O
Younger,O
Dryas,O
cold,O
event,O
",",O
about,O
"12,700",O
 ,O
yr,O
ago,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
Following,O
these,O
cold,O
events,O
",",O
the,O
231Pa/230Th,O
record,O
indicates,O
that,O
rapid,O
accelerations,O
of,O
the,O
meridional,O
overturning,O
circulation,O
were,O
concurrent,O
with,O
the,O
two,O
strongest,O
regional,O
warming,O
events,O
during,O
deglaciation,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
These,O
results,O
confirm,O
the,O
significance,O
of,O
variations,O
in,O
the,O
rate,O
of,O
the,O
Atlantic,O
meridional,O
overturning,O
circulation,O
for,O
abrupt,O
climate,O
changes,O
.,O
*END-SENTENCE*,Collapse and rapid resumption of Atlantic meridional circulation linked to deglacial climate changes
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
The,O
impact,O
of,O
global,O
warming,O
on,O
aquatic,O
systems,O
has,O
been,O
a,O
priority,O
research,O
area,O
in,O
the,O
past,O
decade,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
However,O
",",O
the,O
possibility,O
that,O
increased,O
temperatures,O
will,O
cause,O
shifts,O
in,O
viral,O
disease,O
outbreaks,O
has,O
not,O
been,O
well,O
addressed,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
In,O
the,O
present,O
study,O
",",O
with,O
increasing,O
water,O
temperature,O
(,O
WT,O
),O
in,O
the,O
coastal,O
area,O
of,O
Korea,O
",",O
we,O
estimated,O
the,O
possibility,O
of,O
changes,O
in,O
fish,O
viral,O
diseases,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
From,O
the,O
present,O
time,O
",",O
WT,O
may,O
rise,O
between,O
0.62,O
and,O
by,O
2050,O
",",O
and,O
the,O
effect,O
on,O
aquaculture,O
could,O
be,O
more,O
adverse,O
than,O
benefitial,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
Red,O
seabream,O
iridovirus,O
disease,O
(,O
RSIVD,O
),O
and,O
viral,O
nervous,O
necrosis,O
(,O
VNN,O
),O
cause,O
high,O
mortality,O
above,O
22,O
and,O
",",O
respectively,O
",",O
and,O
outbreaks,O
could,O
commence,O
earlier,O
and,O
persist,O
for,O
prolonged,O
periods,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
Nevertheless,O
",",O
the,O
period,O
of,O
occurrence,O
of,O
viral,O
hemorrhagic,O
septicemia,O
(,O
VHS,O
),O
",",O
which,O
outbreaks,O
at,O
a,O
lower,O
WT,O
(,O
),O
",",O
could,O
be,O
shorter,O
than,O
the,O
current,O
infectious,O
period,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
Thermal,O
stress,O
in,O
fish,O
causes,O
reductions,O
in,O
growth,O
and,O
immunocompetence,O
;,O
thus,O
",",O
increases,O
in,O
summer,O
WT,O
can,O
lead,O
to,O
the,O
development,O
of,O
new,O
viral,O
diseases,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
WT,O
has,O
a,O
strong,O
influence,O
on,O
fish,O
population,O
dynamics,O
;,O
therefore,O
",",O
entry,O
of,O
new,O
viruses,O
and,O
changes,O
in,O
the,O
prevalence,O
of,O
infection,O
can,O
be,O
expected,O
if,O
carrier,O
fishes,O
are,O
introduced,O
or,O
migrate,O
to,O
Korean,O
waters,O
.,O
*END-SENTENCE*,"Changes in Fish Viral Disease Outbreaks in the Coastal Area of Korea Due to Increasing Water Temperature, an Impact of Climate Change"
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
We,O
compiled,O
and,O
analyzed,O
long,O
-,O
term,O
time,O
-,O
series,O
data,O
collected,O
in,O
Korea,O
to,O
evaluate,O
changes,O
in,O
oceanographic,O
conditions,O
and,O
marine,O
ecosystems,O
near,O
Jeju,O
Island,O
(,O
",",O
),O
from,O
1981,O
to,O
2010,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
Environmental,O
data,O
included,O
depth,O
-,O
specific,O
time,O
series,O
of,O
temperature,O
and,O
salinity,O
that,O
have,O
been,O
measured,O
bimonthly,O
since,O
1961,O
in,O
water,O
columns,O
at,O
175,O
fixed,O
stations,O
along,O
22,O
oceanographic,O
lines,O
in,O
Korean,O
waters,O
by,O
the,O
National,O
Fisheries,O
Research,O
&,O
Development,O
Institute,O
",",O
and,O
time,O
series,O
of,O
estimated,O
volume,O
transport,O
of,O
the,O
Tsushima,O
Warm,O
Current,O
(,O
TWC,O
),O
and,O
Korea,O
Strait,O
Bottom,O
Cold,O
Water,O
(,O
KSBCW,O
),O
for,O
the,O
period,O
from,O
1961,O
to,O
2008,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
We,O
analyzed,O
the,O
species,O
composition,O
in,O
terms,O
of,O
biomass,O
of,O
fish,O
species,O
caught,O
by,O
Korean,O
fishing,O
vessels,O
in,O
the,O
waters,O
near,O
Jeju,O
Island,O
(,O
1981,O
-,O
2010,O
),O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
Data,O
were,O
summarized,O
and,O
related,O
to,O
environmental,O
changes,O
using,O
canonical,O
correspondence,O
analysis,O
(,O
CCA,O
),O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
The,O
CCA,O
detected,O
major,O
shifts,O
in,O
fish,O
community,O
structure,O
between,O
1982,O
and,O
1983,O
and,O
between,O
1990,O
and,O
1992,O
;,O
the,O
dominant,O
species,O
were,O
a,O
filefish,O
during,O
1981,O
-,O
1992,O
and,O
chub,O
mackerel,O
from,O
1992,O
to,O
2007,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
CCA,O
suggested,O
that,O
water,O
temperature,O
and,O
salinity,O
in,O
the,O
mixed,O
layer,O
and,O
the,O
volume,O
transport,O
of,O
the,O
TWC,O
and,O
the,O
KSBCW,O
were,O
significantly,O
related,O
to,O
the,O
long,O
-,O
term,O
changes,O
in,O
the,O
fish,O
community,O
in,O
the,O
waters,O
off,O
Jeju,O
Island,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
Fish,O
community,O
shifts,O
seemed,O
to,O
be,O
related,O
to,O
the,O
well,O
-,O
established,O
1989,O
regime,O
shift,O
in,O
the,O
North,O
Pacific,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
Further,O
studies,O
are,O
required,O
to,O
elucidate,O
the,O
mechanisms,O
driving,O
climate,O
change,O
effects,O
on,O
the,O
thermal,O
windows,O
and,O
habitat,O
ranges,O
of,O
commercial,O
species,O
to,O
develop,O
fisheries,O
management,O
plans,O
based,O
on,O
reliable,O
projections,O
of,O
long,O
-,O
term,O
changes,O
in,O
the,O
oceanographic,O
conditions,O
in,O
waters,O
off,O
Jeju,O
Island,O
.,O
*END-SENTENCE*,Multi-decadal Changes in Fish Communities Jeju Island in Relation to Climate Change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
Sea,O
surface,O
temperatures,O
in,O
Korean,O
waters,O
have,O
increased,O
by,O
approximately,O
1,O
°,O
C,O
during,O
the,O
past,O
40,O
years,O
",",O
implying,O
possible,O
range,O
shifts,O
of,O
marine,O
fishes,O
and,O
invertebrates,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
We,O
analyzed,O
spatially,O
explicit,O
",",O
commercial,O
catch,O
data,O
for,O
12,O
major,O
fish,O
species,O
collected,O
from,O
1984,O
to,O
2010,O
in,O
Korean,O
waters,O
to,O
evaluate,O
and,O
project,O
their,O
range,O
shifts,O
based,O
on,O
climate,O
-,O
driven,O
hydrographic,O
changes,O
simulated,O
by,O
a,O
general,O
circulation,O
model,O
under,O
a,O
climate,O
change,O
scenario,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
There,O
were,O
significant,O
relationships,O
between,O
the,O
mean,O
latitude,O
of,O
the,O
catch,O
distribution,O
and,O
water,O
temperature,O
for,O
seven,O
of,O
the,O
12,O
species,O
examined,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
Our,O
circulation,O
model,O
projected,O
that,O
temperature,O
stratification,O
in,O
the,O
Korea,O
Strait,O
will,O
disappear,O
by,O
2030,O
",",O
and,O
our,O
empirical,O
relationships,O
predicted,O
that,O
the,O
ranges,O
of,O
five,O
of,O
the,O
fish,O
species,O
examined,O
will,O
shift,O
poleward,O
by,O
19–71,O
km,O
from,O
the,O
2000s,O
to,O
the,O
2030s,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
Compared,O
with,O
studies,O
of,O
demersal,O
fishes,O
in,O
the,O
western,O
North,O
Atlantic,O
and,O
the,O
North,O
Sea,O
",",O
our,O
estimated,O
speeds,O
of,O
shift,O
in,O
mean,O
latitude,O
of,O
fishes,O
were,O
",",O
on,O
average,O
",",O
slower,O
by,O
factors,O
of,O
2.3,O
and,O
5.7,O
",",O
respectively,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
This,O
suggests,O
that,O
the,O
pattern,O
of,O
range,O
shift,O
of,O
marine,O
species,O
can,O
vary,O
regionally,O
",",O
depending,O
on,O
oceanographic,O
and,O
geomorphologic,O
conditions,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
International,O
cooperative,O
research,O
among,O
fisheries,O
scientists,O
from,O
countries,O
throughout,O
the,O
region,O
",",O
especially,O
Japan,O
and,O
China,O
",",O
is,O
required,O
to,O
more,O
reliably,O
and,O
comprehensively,O
assess,O
and,O
project,O
the,O
range,O
shifts,O
of,O
fish,O
species,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
This,O
will,O
provide,O
a,O
scientific,O
basis,O
for,O
the,O
development,O
of,O
fishery,O
policies,O
and,O
their,O
adaptation,O
to,O
climate,O
change,O
in,O
the,O
western,O
North,O
Pacific,O
.,O
*END-SENTENCE*,Latitudinal shifts in the distribution of exploited fishes in Korean waters during the last 30 years: a consequence of climate change
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
Past,O
studies,O
suggested,O
that,O
a,O
basin,O
-,O
wide,O
regime,O
shift,O
occurred,O
in,O
1988–1989,O
",",O
impacting,O
marine,O
ecosystem,O
and,O
fish,O
assemblages,O
in,O
the,O
western,O
North,O
Pacific,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
*START-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
However,O
",",O
the,O
detailed,O
mechanisms,O
involved,O
in,O
this,O
phenomenon,O
are,O
still,O
yet,O
unclear,O
.,O
*END-SENTENCE*,Asynchronous responses of fish assemblages to climate-driven ocean regime shifts between the upper and deep layer in the Ulleung basin of the East Sea from 1986 to 2010
